timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-07-01,136.6300,136.7000,134.9700,135.6800,135.2297,22613500,0.0000,1.0000
2019-06-28,134.5700,134.6000,133.1560,133.9600,133.5154,30043000,0.0000,1.0000
2019-06-27,134.1400,134.7100,133.5100,134.1500,133.7048,16557500,0.0000,1.0000
2019-06-26,134.3500,135.7327,133.6000,133.9300,133.4855,23657700,0.0000,1.0000
2019-06-25,137.2500,137.5900,132.7300,133.4300,132.9872,33327400,0.0000,1.0000
2019-06-24,137.0000,138.4000,137.0000,137.7800,137.3227,20628800,0.0000,1.0000
2019-06-21,136.5800,137.7300,136.4600,136.9700,136.5154,36727900,0.0000,1.0000
2019-06-20,137.4500,137.6600,135.7200,136.9500,136.4955,33042600,0.0000,1.0000
2019-06-19,135.0000,135.9300,133.8100,135.6900,135.2397,23744400,0.0000,1.0000
2019-06-18,134.1900,135.2400,133.5700,135.1600,134.7114,25934500,0.0000,1.0000
2019-06-17,132.6300,133.7300,132.5300,132.8500,132.4091,14517800,0.0000,1.0000
2019-06-14,132.2600,133.7900,131.6400,132.4500,132.0104,17821700,0.0000,1.0000
